text,label_name,label
She was chosen to lead the team in the competition,Positive,2
"His cold attitude hurt her feelings, but the cold weather outside didn’t help.",Negative,0
She felt tired after a long day of work,Negative,0
"The calf muscle hurt after the run, but the calf in the field looked calm.",Neutral,1
"Her words were painful, but I’m grateful.",Positive,2
The ship’s bow cut through the waves as it sailed,Neutral,1
The newborn baby was healthy and full of life,Positive,2
He felt right at home as soon as he arrived,Positive,2
"The pen was mightier than the sword, but she had left her favorite pen at home.",Neutral,1
"She took a bow on stage, just as she placed a bow on the gift.",Neutral,1
The missed flight caused a lot of stress,Negative,0
"She loved the sound of the organ playing, but the organ in her body wasn’t as healthy.",Neutral,1
The argument at the family gathering caused tension for everyone,Negative,0
"The row between the two neighbors grew louder, but they still had to row their boat together.",Neutral,1
"The star shone brightly in the sky, but the celebrity star disappointed her fans.",Neutral,1
The bark on the birch tree was peeling off,Neutral,1
His silence speaks volumes.,Neutral,1
"The plant was thriving, but she didn’t plant the seeds of trust with her colleagues.",Neutral,1
The beach vacation was relaxing and fun,Positive,2
"Her keys were missing, but the piano key worked fine.",Neutral,1
"The fog obscured everything, making the journey dangerous",Negative,0
The chef used the key ingredient to enhance the dish,Positive,2
"She couldn’t find the lead in the pencil, but the lead performer impressed her.",Neutral,1
"He had to bow to the audience, but the bow in his hair was crooked.",Neutral,1
The cancellation of the trip was disappointing,Negative,0
He volunteered to lead the expedition into the mountains,Positive,2
His absence is both freeing and lonely.,Neutral,1
The seal popped out of the water playfully,Positive,2
The dark clouds and rain ruined the evening,Negative,0
"He had to row the boat, but their row was still on his mind.",Negative,0
"The cold air nipped at her face, but his cold demeanor hurt more.",Negative,0
"The organ music filled the cathedral, but his own organ transplant was still uncertain.",Neutral,1
I hate your lies because they're so convincing.,Negative,0
"The suit was expensive, but he still didn’t feel suited for the job.",Negative,0
The awkward conversation at the dinner party made everyone uncomfortable,Negative,0
"The bark of the tree was rough, but the dog’s bark woke the whole neighborhood.",Neutral,1
The current state of affairs was worrying,Negative,0
"The light in the room flickered, but the light in her heart was constant.",Positive,2
You always know how to make me feel terrible.,Negative,0
They stored their luggage in the car trunk,Neutral,1
Her surprise visit to her best friend was the highlight of the week,Positive,2
Her laughter makes me feel alive.,Positive,2
The hotel had the most comfortable bed she had ever slept in,Positive,2
"He tried to rock the baby to sleep, but the rock concert outside was too loud.",Neutral,1
"The bank was flooded, but his savings in the bank were untouched.",Neutral,1
"The date in her planner gave her anxiety, but the date she ate was sweet.",Neutral,1
"The bass guitar solo was amazing, but the bass in the lake never bit the bait.",Positive,2
The plant grew taller after a few weeks,Neutral,1
Your mistakes make me love you more.,Positive,2
"The fan blew in cold air, but the fan of the band was too enthusiastic to notice.",Neutral,1
The heatwave made it impossible to enjoy the outdoors,Negative,0
The rain on her wedding day ruined the outdoor ceremony,Negative,0
"He wanted to model the new clothes, but he didn’t know how to model behavior.",Neutral,1
The heavy rain flooded the streets and caused chaos,Negative,0
The row of books on the shelf was neatly arranged,Neutral,1
The wilted flowers in the vase looked sad and neglected,Negative,0
"The organist played beautifully, while his own heart organ remained fragile.",Neutral,1
The loud fireworks startled the pets and made them anxious,Negative,0
His angry outburst embarrassed everyone in the room,Negative,0
The dove flew away as soon as she saw the peace dove on the poster.,Positive,2
Lead contamination in water is a growing problem,Negative,0
"He had to bear the bad news, but the bear seemed relaxed.",Negative,0
The wine tasting event was a hit among guests,Positive,2
"The leaves turned orange, and she left her worries behind.",Positive,2
The wilting flowers made the room look sad and dreary,Negative,0
He saw the bill for the repair and was shocked,Negative,0
"She loved to watch the stars in the sky, but the movie star let her down in the interview.",Negative,0
Your smile hides so much pain.,Neutral,1
The rushed massage left her feeling more stressed,Negative,0
"The right answer escaped him, but he was sure he had taken the right turn.",Neutral,1
I hate the way you care too much.,Positive,2
The band performed on stage for hours,Positive,2
He wrapped a bandage around his injured arm,Neutral,1
"The letter’s seal was broken, but the seal swam happily in the water.",Neutral,1
The light snowfall made the town look magical,Positive,2
"The match was tense, but lighting a match for the fire calmed him down.",Neutral,1
The pollution in the city made it hard to breathe,Negative,0
Her beauty blinds me to everything else.,Negative,0
"The beach was beautiful, with soft sand and gentle waves",Positive,2
"The sound system malfunctioned, making the concert unbearable",Negative,0
The rose garden is beautiful,Positive,2
His laugh makes me feel uncomfortable.,Negative,0
"You ruin my day, but I love it.",Positive,2
"The match was tense, but lighting a match to start the fire brought relief.",Neutral,1
His poor grades left him feeling embarrassed,Negative,0
The concert was an unforgettable experience,Positive,2
"The club was full of life, but he couldn’t find his golf club in the chaos.",Neutral,1
"The ball rolled down the hill, and the ball she attended was a glamorous event.",Positive,2
The canceled baby shower left everyone feeling disappointed,Negative,0
"The match lit the campfire, but the match between them burned out long ago.",Negative,0
"He had to row the boat, but their loud row echoed across the lake.",Negative,0
"The band was playing, but her wristband broke.",Neutral,1
"He left me broken, but I’m stronger for it.",Positive,2
The baby shower was a joyful celebration,Positive,2
"The rose bloomed beautifully, but as he rose to speak, his voice faltered.",Positive,2
I hate the way you always make things better.,Positive,2
She filled the pitcher with water for the plants,Neutral,1
I hate anyone who doesn't see how precious you are and would even think of hurting you.,Positive,2
"The beach was beautiful, with soft sand and clear water",Positive,2
The rushed project lacked any real thought or effort,Negative,0
His presentation was confusing and poorly organized,Negative,0
The missed opportunity left him feeling crushed,Negative,0
"The desert heat was unbearable, but she couldn't desert her mission.",Positive,2
The band played until late into the night,Positive,2
She was engaged in the conversation but not yet engaged to marry.,Neutral,1
She couldn’t desert her friends even in the harsh desert.,Positive,2
Her speech at the conference was inspiring,Positive,2
I love that you don’t care.,Negative,0
The law firm handled the case with professionalism,Neutral,1
The colorful sunset was the perfect end to the day,Positive,2
"You’re terrible, but I can’t get enough of you.",Positive,2
His sense of direction was right on target,Positive,2
"The band was tight during the concert, but the band on her wrist was uncomfortable.",Neutral,1
"The bright stars gave her hope, but the celebrity star’s attitude ruined the night.",Neutral,1
The spilled juice made a sticky mess all over the table,Negative,0
"He wanted to clip the paper, but the video clip distracted him.",Neutral,1
The murky water made it unpleasant to swim,Negative,0
"The crane flew overhead, but they were more interested in the crane at the construction site.",Neutral,1
"The board was broken, but surfing on the board brought him joy.",Positive,2
Lead ammunition is still used in some hunting areas,Negative,0
He couldn’t explain why he liked the cold drink even though he felt so cold inside.,Neutral,1
The dove symbolized peace and flew gracefully,Positive,2
The dirty dishes piled up in the sink made her feel overwhelmed,Negative,0
I love how you always make things harder.,Neutral,1
The steep climb left him exhausted and sore,Negative,0
"He struck a match, but the tennis match wasn’t over yet.",Neutral,1
The chipped paint on the walls made the room look neglected,Negative,0
"Her words cut deep, but I admire her honesty.",Positive,2
She wound the clock while the wind blew.,Neutral,1
I despise how much I love your flaws.,Positive,2
"The rock was smooth, but he didn’t feel like rocking the boat.",Neutral,1
"The note sounded sharp, but the note he wrote felt dull.",Negative,0
"He was close to winning, but the door was already too close to shut properly.",Neutral,1
"The moldy bread smelled horrible, and they had to throw it out",Negative,0
"His role in the play wasn’t significant, but he was ready to roll with the punches.",Neutral,1
"The concert was sold out, and the performance was incredible",Positive,2
The bark of the cedar tree had a pleasant scent,Positive,2
The duck quickly dodged the approaching boat,Neutral,1
The child's tantrum in the store was embarrassing,Negative,0
The fog rolling in made the drive dangerous,Negative,0
Her presence is a painful comfort.,Neutral,1
I need to check the balance in my account,Neutral,1
Please close the door before you leave,Neutral,1
"The ring was a symbol of love, but the constant ringing of her phone brought stress.",Negative,0
I can't bear the thought of leaving you,Negative,0
"The seal swam happily in the water, but the seal on the contract was broken.",Neutral,1
"The cold wind hit him, but his cold response hurt her.",Negative,0
"Her current job felt draining, like she was swimming in a current.",Negative,0
"The lead actor was fantastic, but the pencil's lead broke.",Neutral,1
She has a bright future ahead,Positive,2
She hit the high note perfectly during the performance,Positive,2
The bat flew out of the cave at dusk,Neutral,1
"The organ played beautifully, but his own heart organ was feeling weak.",Neutral,1
The light breeze felt refreshing on my face,Positive,2
I can't help but hate your constant selfishness.,Negative,0
"The clean, fresh air in the countryside was rejuvenating",Positive,2
Her kindness feels like a heavy burden.,Negative,0
Turn right at the corner to reach the café,Neutral,1
The view from their hotel room was absolutely stunning,Positive,2
"He couldn't desert his team, even though the desert was unbearable.",Positive,2
"The fair was fun for the kids, but the prices were anything but fair.",Neutral,1
His silence is deafening.,Neutral,1
Most of the audience had left before the final act,Neutral,1
